,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
2152,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415378,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Brian S. Groneman, DDS - Dentistry , , Dentistry | University of Utah Health",76,659,,0,0,,0,0,,0,"Brian S. Groneman, DDS",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415378&name=brian-s-groneman,,,,,,26912,156,8.128,3,,9,2,0,0.05,36,23,0,14,12,0,,,,,3465b20107b7fd7d619e01ec55287e8c,0.126,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415378,2022-01-31 15:47:04
2153,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415375,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Alina B. Jameson, MS, RD - Clinical Nutritionist/Dietitian , , Nutrition and Integrative Physiology | University of Utah Health",127,1068,,0,0,,0,0,,0,"Alina B. Jameson, MS, RD",24,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415375&name=alina-b-jameson,,,,,,28378,214,8.981,3,,9,2,0,0.05,39,26,0,11,10,0,,,,,7f17320ba74e625ccba71d9c337daa2d,0.118,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415375,2022-01-31 15:47:05
2154,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035161,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Maria Mantenuto, APRN - Neurosurgery , , Neurosurgery | University of Utah Health",81,735,,0,0,,0,0,,0,"Maria Mantenuto, APRN",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035161&name=maria-mantenuto,,,,,,26402,119,7.353,3,,9,2,0,0.05,37,24,0,12,10,0,,,,,2fbffe59976fd25c146d0131b42bacff,0.132,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035161,2022-01-31 15:47:05
2155,https://healthcare.utah.edu/spine/conditions/herniated-disk.php,text/html; charset=UTF-8,200,OK,Indexable,,"Herniated Disk & Lumbar Disk Disease: Symptoms, Causes, & Treatment | University of Utah Health",95,881,"A herniated disk can cause lower back pain. Symptoms can also include lower back muscle spasms, foot or leg numbness, sciatica, and others. Schedule an appointment with one of our spine specialists and get an evaluation for lower back pain.",240,1513,,0,0,,0,Herniated Disk & Lumbar Disk Disease,36,,0,What Is a Herniated Disk?,25,Find a Herniated Disk Disease Doctor,36,"index,follow",,,,,,,,,43170,714,12.16,3,,22,8,0,0.21,51,32,0,12,11,0,,,,,9eb9a437c5ebbbf8fb01b8a52e2b8ac3,0.125,,,,,1.1,https://healthcare.utah.edu/spine/conditions/herniated-disk.php,2022-01-31 15:47:05
2156,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125337,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Dorian J. Carroll, PA-C - Physician Assistant , Spine Evaluation , Orthopaedics | University of Utah Health",107,925,"Dorian J. Carroll, MPAS, PA-C joined the Department of Orthopaedics in February of 2016. He is a Nationally Certified Physician Assistant specializing in Orthop",160,994,,0,0,,0,"Dorian J. Carroll, PA-C",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125337&name=dorian-j-carroll,,,,,,44342,787,13.876,3,,9,2,0,0.05,42,28,0,12,10,0,,,,,8991e1477425cd3dcbf78cbe4ab792b8,0.446,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125337,2022-01-31 15:47:05
2157,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0852920,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Alison Crum, MD - Neuro-Ophthalmology , Ophthalmology , Ophthalmology/Visual Sciences | University of Utah Health",113,1043,"Dr. Crum has training in both oculoplastics and orbital surgery - the reconstruction of the bones around the eyes after traumas, correcting drooping eyelids, an",160,977,,0,0,,0,"Alison Crum, MD",15,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0852920&name=alison-crum,,,,,,83261,2068,16.449,3,,9,2,0,0.05,49,34,0,18,16,0,,,,,55c6a40291ab4d0b0ed67c472e17fbf8,0.109,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0852920,2022-01-31 15:47:06
2158,https://healthcare.utah.edu/locations/greenwood/pediatrician.php,text/html; charset=UTF-8,200,OK,Indexable,,Pediatric Care at Greenwood Health Center | University of Utah Health,69,616,Our children's health care providers offer quality treatment and support for kids of all ages. Call to schedule a well-child visit today. Find a pediatrician near you in the Midvale/Sandy area.,193,1151,,0,0,,0,Pediatrics,10,Pediatrics,10,"Well-Child Visits, Immunization Shots, & Comprehensive Children's Health Care",77,Pediatric Services & Treatments,31,"index,follow",,,,,,,,,56660,708,9.797,3,,14,3,0,0.08,62,41,0,11,10,0,,,,,765fe64b5b711cc8f82d1580e03de110,1.625,,,,,1.1,https://healthcare.utah.edu/locations/greenwood/pediatrician.php,2022-01-31 15:47:04
2159,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0152958,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Mark E. Ludlow, DMD, MS - Dentistry , , Dentistry | University of Utah Health",77,671,,0,0,,0,0,,0,"Mark E. Ludlow, DMD, MS",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0152958&name=mark-e-ludlow,,,,,,26155,119,7.388,3,,9,2,0,0.05,36,23,0,13,11,0,,,,,63192dcb4b4b43c55843f311c3d453b5,0.146,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0152958,2022-01-31 15:47:06
2160,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031011,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Gary W. Lowder, DDS - TMJ Disorders , Sleep Medicine , Dentistry | University of Utah Health",92,826,Dr. Lowder has 30 years of clinical experience in the diagnosis and treatment of temporomandubular joint disorders (TMD/TMJ).  He also has clinical experience i,160,994,,0,0,,0,"Gary W. Lowder, DDS",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031011&name=gary-w-lowder,,,,,,31604,410,12.432,3,,10,2,0,0.05,43,28,0,15,12,0,,,,,3aed6e03a353fde00cc1940323832e22,0.097,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031011,2022-01-31 15:47:06
2161,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6006643,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Katherine Hartman, APRN - Pediatric Neurology , , Pediatrics | University of Utah Health",88,772,,0,0,,0,0,,0,"Katherine Hartman, APRN",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6006643&name=katherine-hartman,,,,,,27003,132,7.938,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,9363c8a22ec4cc08ef240a3fa7328b1f,0.114,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6006643,2022-01-31 15:47:07
2162,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0331237,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Bobbi T. Heaney, APRN - Family Medicine , , Community Physician Group | University of Utah Health",97,891,,0,0,,0,0,,0,"Bobbi T. Heaney, APRN",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0331237&name=bobbi-t-heaney,,,,,,29556,234,8.79,3,,9,2,0,0.05,38,25,0,11,10,0,,,,,39839066343382ebc2e51a942a646f5a,0.129,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0331237,2022-01-31 15:47:07
2163,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002275,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Brigitte K. Smith, MD, MHPE, FACS, FSVS - Varicose Veins , Vascular Surgery , Surgery | University of Utah Health",113,1016,"Brigitte Smith, M.D. is an Associate Professor of Vascular Surgery, Program Director for the Vascular Surgery Fellowship and Vice Chair of Education for the De",159,994,,0,0,,0,"Brigitte K. Smith, MD, MHPE, FACS, FSVS",39,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002275&name=brigitte-k-smith,,,,,,69475,3910,38.563,3,,11,2,0,0.05,42,26,0,40,38,0,,,,,815f394c0b85ce0865c041cadc7633c1,0.132,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002275,2022-01-31 15:47:07
2164,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1069856,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.572,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1069856&name=caryn-peters,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u1069856,2022-01-31 15:46:53
2165,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0216342,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Benjamin L. Maughan, MD, PharmD - Urologic Oncology , Genitourinary Cancers , Internal Medicine | University of Utah Health",123,1117,"Benjamin Maughan MD, PharmD is an Assistant Professor in the Division of Medical Oncology at Huntsman Cancer Institute specializing in genitourinary malignanci",159,1012,,0,0,,0,"Benjamin L. Maughan, MD, PharmD",31,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0216342&name=benjamin-l-maughan,,,,,,104470,4408,28.748,3,,11,2,0,0.05,45,28,0,62,60,0,,,,,191f4f00d6c5f775fe37c6f63a91446b,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0216342,2022-01-31 15:47:08
2166,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0160548,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Elisa Pierce, LCSW - Psychiatry , Social Work , Social Services | University of Utah Health",91,793,Elisa Kaczka Pierce received her Masters of Social Work at the University of Utah with an emphasis in women’s health achieving her Women’s Health Certificat,156,991,,0,0,,0,"Elisa Pierce, LCSW",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0160548&name=elisa-pierce,,,,,,27716,270,10.596,3,,10,2,0,0.05,40,25,0,12,10,0,,,,,c28a193aafaf0e1cdc75c3ee18f030b1,0.121,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0160548,2022-01-31 15:47:08
2167,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0646105,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jamie Wadsworth, SLP - Cancer Rehabilitation , Speech Language Pathology , Therapy Services | University of Utah Health",119,1091,,0,0,,0,0,,0,"Jamie Wadsworth, SLP",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0646105&name=jamie-wadsworth,,,,,,27505,131,7.518,3,,10,2,0,0.05,40,25,0,12,10,0,,,,,7333787670c1274ee45ffea40ec43dde,0.451,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0646105,2022-01-31 15:47:10
2168,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035169,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Elise B. Asghar, MD - Orthopaedic Surgery , , Orthopaedics | University of Utah Health",86,758,,0,0,,0,0,,0,"Elise B. Asghar, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035169&name=elise-b-asghar,,,,,,29763,318,11.352,3,,9,2,0,0.05,39,25,0,14,13,0,,,,,19a7c2924d6b00894608c8073077cf62,0.152,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035169,2022-01-31 15:47:10
2169,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533505,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Anna Freudenberg, APRN - Palliative Care , , Internal Medicine | University of Utah Health",90,789,Anna Freudenberg is a board certified family nurse practitioner (NP-C). She received her Doctor of Nursing Practice (DNP) degree from University of Utah. She al,160,999,,0,0,,0,"Anna Freudenberg, APRN",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533505&name=anna-freudenberg,,,,,,26949,291,11.192,3,,9,2,0,0.05,37,24,0,12,10,0,,,,,5888265dfaca1eb32893118e86023f3a,0.121,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0533505,2022-01-31 15:47:10
2170,https://healthcare.utah.edu/orthopaedics/specialties/osteoarthritis/,text/html; charset=UTF-8,200,OK,Indexable,,Osteoarthritis | University of Utah Health,42,353,,0,0,,0,0,,0,Osteoarthritis,14,,0,What Is Osteoarthritis?,23,Find an Orthopedic Specialist,29,"index,follow",,,,,,,,,43017,439,9.045,3,,17,4,0,0.1,51,30,0,12,11,0,,,,,c70193c59a3673308033ac4fb2dc90e0,0.115,,,,,1.1,https://healthcare.utah.edu/orthopaedics/specialties/osteoarthritis/,2022-01-31 15:47:11
2172,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0084364,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.873,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0084364&name=danielle-n-brown,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0084364,2022-01-31 15:47:00
2173,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6015564,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.291,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6015564&name=john-vanderveen,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6015564,2022-01-31 15:47:04
2174,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031013,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.713,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031013&name=lea-e-erickson,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0031013,2022-01-31 15:47:06
2175,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0149308,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.419,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0149308&name=daniel-w-odell,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0149308,2022-01-31 15:47:09
2176,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6014250,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Laura Kenney, APRN - Emergency Medicine , , Surgery | University of Utah Health",79,725,,0,0,,0,0,,0,"Laura Kenney, APRN",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6014250&name=laura-kenney,,,,,,26432,138,7.927,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,cef9f57e4b557a27a9470b8daa05b78f,0.44,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6014250,2022-01-31 15:47:24
2177,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0063442,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.624,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0063442&name=sonja-j-bates,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0063442,2022-01-31 15:47:11
2178,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035175,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Dwayne D'Souza, MD - Emergency Medicine , Sports Medicine: Non-Surgical , Surgery | University of Utah Health",109,1003,"Dwayne D'Souza, MD, is currently a Non-Operative Sports Medicine Fellow at the University of Utah. He completed his residency in Emergency Medicine at Vanderbil",160,1026,,0,0,,0,"Dwayne D'Souza, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035175&name=dwayne-d'souza,,,,,,30145,465,14.495,3,,9,2,0,0.05,38,25,0,13,12,0,,,,,4d3d31eaf9ab98a3ade4201a699a8af3,0.419,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035175,2022-01-31 15:47:27
2179,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0003801,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Megan Lancaster, PA - Family Medicine , Physician Assistant , Community Physician Group | University of Utah Health",115,1043,,0,0,,0,0,,0,"Megan Lancaster, PA",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0003801&name=megan-lancaster,,,,,,25581,122,7.397,3,,9,2,0,0.05,38,24,0,11,10,0,,,,,cf5cdb40110d03a5ac314a1e6397809b,0.136,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0003801,2022-01-31 15:47:27
2180,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0592747,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Katie O’Flaherty, MA, ATC, OTC - Sports Medicine: Surgery , , University Orthopaedic Center | University of Utah Health",119,1054,Katie is an Athletic Trainer and has been a member of Dr. Chalmers team since July 2017.  As defined by the National Athletic Trainer Associate an athletic tra,159,977,,0,0,,0,"Katie O’Flaherty, MA, ATC, OTC",30,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0592747&name=katie-o’flaherty,,,,,,30279,646,17.739,3,,9,2,0,0.05,41,26,0,11,10,0,,,,,8dbbcb1e728c227855561f64a13d9aea,0.429,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0592747,2022-01-31 15:47:27
2181,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0184511,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Mark R. Durham, DMD - Prosthodontics , Hospital Dentistry , Dentistry | University of Utah Health",97,853,"Prosthodontist, VA Hospital 2011 - Present
Prosthodontist, U of U Faculty Practice 2015 - Present
Prosthodontist, Private Practice, Utah 2013 -2016
Attending,",158,991,,0,0,,0,"Mark R. Durham, DMD",19,,0,"Section Head, Prosthodontics",28,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0184511&name=mark-r-durham,,,,,,33174,558,14.639,3,,11,2,0,0.05,42,26,0,15,13,0,,,,,90e4e016f86e71ed9d3680169e7c343e,0.145,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0184511,2022-01-31 15:47:28
2182,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0615856,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Justin Knox, PA-C - Family Medicine , Physician Assistant , Community Physician Group | University of Utah Health",113,1014,Justin Knox has completed his Bachelor’s Degree at the University of Utah with a major in Psychology as well as his Masters in Physician Assistant Studies.,155,969,,0,0,,0,"Justin Knox, PA-C",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0615856&name=justin-knox,,,,,,51542,1372,17.542,3,,9,2,0,0.05,43,28,0,13,11,0,,,,,603a72c32c998f3bdf74581643fc2fcb,0.135,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0615856,2022-01-31 15:47:28
2183,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0134296,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jennifer A. Makuakane, DMSc, MPS, PA-C - Blood and Marrow Transplantation , Hematology/BMT , Internal Medicine | University of Utah Health",138,1270,Jennifer Makuakane is a Physician Assistant in the Division of Hematology and Hematologic Malignancies within the Huntsman Cancer Institute Bone Marrow Transpl,159,1023,,0,0,,0,"Jennifer A. Makuakane, DMSc, MPS, PA-C",38,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0134296&name=jennifer-a-makuakane,,,,,,29262,388,12.872,3,,9,2,0,0.05,39,26,0,13,11,0,,,,,42e98c593e4872904c6515066240d669,0.109,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0134296,2022-01-31 15:47:28
