,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
1026,https://www.ynhh.org/-/media/Images/News-and-Media/patient-stories/abdullah.ashx?mh=380&mw=380&hash=7D6FDDF5B465E3980BFA167ECC7AD3E4,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,38369,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.183,"Wed, 29 Jul 2015 15:03:26 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/News-and-Media/patient-stories/abdullah.ashx?mh=380&mw=380&hash=7D6FDDF5B465E3980BFA167ECC7AD3E4,2021-11-29 14:59:09
1027,https://www.ynhh.org/-/media/Images/Locations/orange236bostonpostroad.ashx?mh=200&mw=200&hash=7B8E447D73C402B504016B4D643DB9D1,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.386,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/orange236bostonpostroad.ashx?mh=200&mw=200&hash=7B8E447D73C402B504016B4D643DB9D1,2021-11-29 14:59:10
1028,https://www.ynhh.org/locations/north-haven-6-devine-street-blood,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,4,4,0,1.25,0,0,0,0,0,0,,,,,,0.145,,,,,1.1,0,https://www.ynhh.org/locations/north-haven-6-devine-street-blood,2021-11-29 14:59:10
1029,https://www.ynhh.org/childrens-hospital/news-media/press-releases,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Press Releases at Yale New Haven Children's Hospital,52,483,,0,0,,0,Press Releases,14,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,93251,447,4.924,3,,6,2,0,0.63,156,61,0,65,28,0,,,,,3902843c502c096679253b36a38d0de8,0.763,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/news-media/press-releases,2021-11-29 14:59:09
1030,https://www.ynhh.org/childrens-hospital/services/support-services/patient-relations,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Patient Relations - Yale New Haven Children's Hospital,54,485,"Patient Relations is available to patients and family members who have questions, concerns, unmet needs, or who require additional assistance beyond what is available on the unit",178,1116,"questions, concerns, unmet needs, additional assistance, grievance process, Interpreters, Translation, Deaf, Hearing Impaired",125,Patient Relations,17,,0,Interpreters & Translation Service,34,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,85279,681,7.141,3,,10,4,0,1.25,175,67,0,65,28,0,,,,,331325b88718f293640f034dcdad2fa4,1.43,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/support-services/patient-relations,2021-11-29 14:59:09
1031,https://www.ynhh.org/medical-professionals/gme/our-programs/About-Pharmacy-Services-at-YNHH,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.111,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/our-programs/About-Pharmacy-Services-at-YNHH,2021-11-29 14:59:10
1032,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/mothersplace/basket_homecoming300.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.137,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/mothersplace/basket_homecoming300.ashx,2021-11-29 14:59:11
1033,https://www.ynhh.org/news-media/patient-stories/marvins-story,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.159,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/marvins-story,2021-11-29 14:59:11
1034,https://www.ynhh.org/services/maternity-services/high-risk-pregnancies/specialized-prenatal-care,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.119,,,,,1.1,0,https://www.ynhh.org/services/maternity-services/high-risk-pregnancies/specialized-prenatal-care,2021-11-29 14:59:11
1035,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/Childrens-Hospital/childmomyoga.ashx?mh=380&mw=380&hash=B549CA0421EDC4E8B7925E0BFC1198C1,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/Childrens-Hospital/childmomyoga.ashx?mh=380&mw=380&hash=B549CA0421EDC4E8B7925E0BFC1198C1,2021-11-29 14:59:11
1036,https://www.ynhh.org/locations/hamden-2560-dixwell-avenue,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.115,,,,,1.1,0,https://www.ynhh.org/locations/hamden-2560-dixwell-avenue,2021-11-29 14:59:11
1037,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Services/diabetes-and-endocrinology/diabetesresearch.ashx?mh=800&mw=1440&hash=A2BFCC5592419F0C65621C2B52193BF7,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.166,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Services/diabetes-and-endocrinology/diabetesresearch.ashx?mh=800&mw=1440&hash=A2BFCC5592419F0C65621C2B52193BF7,2021-11-29 14:59:11
1038,https://www.ynhh.org/childrens-hospital/services/orthopedics/Stretching-to-Help-Prevent-Injuries,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.118,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/orthopedics/Stretching-to-Help-Prevent-Injuries,2021-11-29 14:59:11
1039,https://www.ynhh.org/medical-professionals/EMS/training,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Training and Education,46,431,Largest EMS education program in the state of Connecticut,57,368,EMS education,13,Training and Education,22,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,83494,662,7.391,3,,17,5,0,1.56,187,73,0,81,33,0,,,,,39d0b0f5780057948fa95ecb396480f0,0.393,,,,,1.1,0,https://www.ynhh.org/medical-professionals/EMS/training,2021-11-29 14:59:11
1040,https://www.ynhh.org/-/media/Images/Video/april_capone.ashx?mh=800&mw=1440&hash=7EC8D959E1B4F1F4A9365E26D15C3F7A,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,35421,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.194,"Wed, 05 Apr 2017 14:13:14 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Video/april_capone.ashx?mh=800&mw=1440&hash=7EC8D959E1B4F1F4A9365E26D15C3F7A,2021-11-29 14:59:11
1041,https://www.ynhh.org/medical-professionals/Nursing/community,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,4,2,0,0.63,0,0,0,0,0,0,,,,,,0.126,,,,,1.1,0,https://www.ynhh.org/medical-professionals/Nursing/community,2021-11-29 14:59:11
1042,https://www.ynhh.org/news-media/patient-stories/Ardelis-story,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.207,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/Ardelis-story,2021-11-29 14:59:11
1043,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/bill.ashx?mh=380&mw=380&hash=48296C826595B15C3B97BDE9A2EAB943,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,36560,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.28,"Thu, 30 Jul 2015 09:03:32 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/bill.ashx?mh=380&mw=380&hash=48296C826595B15C3B97BDE9A2EAB943,2021-11-29 14:59:11
1044,https://www.ynhh.org/smilow/news-media/news,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.118,,,,,1.1,0,https://www.ynhh.org/smilow/news-media/news,2021-11-29 14:59:12
1045,https://www.ynhh.org/medical-professionals/gme/about-gme/facilities,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,9,4,0,1.25,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/about-gme/facilities,2021-11-29 14:59:12
1046,https://www.ynhh.org/news-media/patient-stories/teenage-stroke-survivor-lauren,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/teenage-stroke-survivor-lauren,2021-11-29 14:59:12
1047,https://www.ynhh.org/-/media/Images/Publications/Auxiliary-News/betty.ashx?mh=380&mw=380&hash=63F290BF6C20FC1A986C2562068F53F2,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.389,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Publications/Auxiliary-News/betty.ashx?mh=380&mw=380&hash=63F290BF6C20FC1A986C2562068F53F2,2021-11-29 14:59:11
1048,https://www.ynhh.org/services/heart-and-vascular/heart-failure/cardiomems,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,6,2,0,0.63,0,0,0,0,0,0,,,,,,0.137,,,,,1.1,0,https://www.ynhh.org/services/heart-and-vascular/heart-failure/cardiomems,2021-11-29 14:59:12
1049,https://www.ynhh.org/locations/branford-84-north-main-street-blood,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.127,,,,,1.1,0,https://www.ynhh.org/locations/branford-84-north-main-street-blood,2021-11-29 14:59:12
1050,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A{745BF666-9B18-428F-B07E-F31C9A2C06BC}%40en,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,,,,,,None,0,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A%7B745BF666-9B18-428F-B07E-F31C9A2C06BC%7D%40en,2021-11-29 14:59:12
1051,https://www.ynhh.org/locations/milford-48-wellington-road-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.182,,,,,1.1,0,https://www.ynhh.org/locations/milford-48-wellington-road-radiology,2021-11-29 14:59:12
1052,https://www.ynhh.org/childrens-hospital/services/blood-draw-stations,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Pediatric Blood Draw Stations,29,261,,0,0,"Pediatric Blood Draw Stations, blood draw, yale new haven childrens hospital, ynhch, pediatrics",95,Pediatric Blood Draw Stations,29,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,88690,619,6.426,3,,20,9,0,2.81,167,67,0,65,28,0,,,,,eabd25ae27c043b6677d3d716b9e4926,0.346,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/blood-draw-stations,2021-11-29 14:59:12
1053,https://www.ynhh.org/-/media/Images/News-and-Media/patient-stories/SUMMER194WEB1.ashx?mh=380&mw=380&hash=06C249BB17256C88B418ECBCF1CEA2D0,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/-/media/Images/News-and-Media/patient-stories/SUMMER194WEB1.ashx?mh=380&mw=380&hash=06C249BB17256C88B418ECBCF1CEA2D0,2021-11-29 14:59:12
1054,https://www.ynhh.org/videos/transplant-liver-long,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Liver Transplant,16,143,Yale New Haven Transplantation Center,37,249,"transplantation, transplant, surgery, liver",43,Liver transplants at Yale New Haven Transplantation Center,58,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,80764,524,6.699,3,,5,2,0,0.63,168,66,0,80,32,0,,,,,8ff1466e14419f41bd52148e9ea406bc,0.408,,,,,1.1,0,https://www.ynhh.org/videos/transplant-liver-long,2021-11-29 14:59:12
1055,https://www.ynhh.org/smilow/services/support-services/patient-relations,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,4,0,1.25,0,0,0,0,0,0,,,,,,0.209,,,,,1.1,0,https://www.ynhh.org/smilow/services/support-services/patient-relations,2021-11-29 14:59:13
1056,https://www.ynhh.org/videos/abstinence-syndrome,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Abstinence Syndrome,19,194,,0,0,,0,Abstinence Syndrome,19,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,80496,520,6.702,3,,5,2,0,0.63,168,66,0,80,32,0,,,,,5a19efeb082e008f10e6196b85a2510,0.353,,,,,1.1,0,https://www.ynhh.org/videos/abstinence-syndrome,2021-11-29 14:59:13
1057,https://www.ynhh.org/childrens-hospital/services/heart-and-vascular/cardiogenetics,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.133,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/heart-and-vascular/cardiogenetics,2021-11-29 14:59:13
1058,https://www.ynhh.org/careers/career-areas/nursing/Professional-Practice-Model,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Professional Practice Model,51,469,,0,0,,0,Professional Practice Model,27,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,38932,541,10.928,3,,9,2,0,0.63,46,18,0,39,21,0,,,,,d379d3c086daa347131e6deb455cf3ec,0.366,,,,,1.1,0,https://www.ynhh.org/careers/career-areas/nursing/Professional-Practice-Model,2021-11-29 14:59:13
1059,https://www.ynhh.org/international-medicine-program/payment-gateway.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.164,,,,,1.1,0,https://www.ynhh.org/international-medicine-program/payment-gateway.aspx,2021-11-29 14:59:13
1060,https://www.ynhh.org/childrens-hospital/news-media/videos,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.126,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/news-media/videos,2021-11-29 14:59:14
1061,https://www.ynhh.org/services/neurology-neurosurgery/treatments/neurosurgery,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,3,0,0.94,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/services/neurology-neurosurgery/treatments/neurosurgery,2021-11-29 14:59:14
1062,https://www.ynhh.org/-/media/Images/Locations/new-haven/ynhh_entrance_200.ashx?mh=200&mw=200&hash=B768B06A48855D94E07826F798A85CB7,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/new-haven/ynhh_entrance_200.ashx?mh=200&mw=200&hash=B768B06A48855D94E07826F798A85CB7,2021-11-29 14:59:14
1063,https://www.ynhh.org/services/respiratory-care/long-covid-program,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,The Post COVID-19 Recovery Program at the Winchester Center for Lung Disease,76,726,The Post COVID-19 Recovery Program at the Winchester Center for Lung Disease is a multidisciplinary team of specialists focused on evaluating and treating patients struggling with the long-term effects of COVID-19,213,1343,"Respiratory, pulmonary, Winchester Center for Lung Disease, COVID-19, long COVID",80,The Post COVID-19 Recovery Program at the Winchester Center for Lung Disease,76,,0,Who can get long COVID?,23,What are the symptoms of long COVID?,36,,,,https://www.ynhh.org/,,,,,,87293,1077,10.268,3,,11,3,0,0.94,185,72,0,82,34,0,,,,,cf9769d5784a58e4a399dea9e8201d46,0.36,,,,,1.1,0,https://www.ynhh.org/services/respiratory-care/long-covid-program,2021-11-29 14:59:13
1064,https://www.ynhh.org/childrens-hospital/medical-professionals,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.117,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/medical-professionals,2021-11-29 14:59:14
1065,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-blood,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.146,,,,,1.1,0,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-blood,2021-11-29 14:59:14
1066,https://www.ynhh.org/childrens-hospital/services/neonatal-care/bridgeport-campus,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,6,3,0,0.94,0,0,0,0,0,0,,,,,,0.145,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/neonatal-care/bridgeport-campus,2021-11-29 14:59:14
1067,https://www.ynhh.org/-/media/Images/Video/YNHH_telestroke_video_thumbnail.ashx?mh=800&mw=1440&hash=D5EFA21A5796058E3605195EDD7E0F24,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.112,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Video/YNHH_telestroke_video_thumbnail.ashx?mh=800&mw=1440&hash=D5EFA21A5796058E3605195EDD7E0F24,2021-11-29 14:59:14
1068,https://www.ynhh.org/childrens-hospital/services/neonatal-care/nicu,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Neonatal Intensive Care Unit (NICU) - Yale New Haven Children's Hospital,72,655,"The Neonatal Intensive Care Unit (NICU) provides in-patient intensive care, consultative support and neonatal transport services for critically ill newborn infants in Connecticut and beyond",189,1155,"extracorporeal membrane oxygenation, neonatal transport service, heart problems, lung problems, newborns, NICU, Neonatal intensive care unit, neonatal mri, couplet care",168,Neonatal Intensive Care Unit (NICU),35,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,93579,1008,8.766,3,,11,4,0,1.25,181,71,0,66,29,0,,,,,140b09dc71462dc83a4dafb74d8e60e0,0.457,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/neonatal-care/nicu,2021-11-29 14:59:14
1069,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/Medical-Professionals/nurses.ashx?h=261&w=350&hash=4B50A74B0A095AFA3CBB1E37D1EE3BB7,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/Medical-Professionals/nurses.ashx?h=261&w=350&hash=4B50A74B0A095AFA3CBB1E37D1EE3BB7,2021-11-29 14:59:14
1070,https://www.ynhh.org/videos/center-for-living-donors-april-capone-161,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.128,,,,,1.1,0,https://www.ynhh.org/videos/center-for-living-donors-april-capone-161,2021-11-29 14:59:14
1071,https://www.ynhh.org/smilow/services/support-services/medication-assistance,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,6,3,0,0.94,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/smilow/services/support-services/medication-assistance,2021-11-29 14:59:14
1072,https://www.ynhh.org/news/www.ynhhs.org,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.122,,,,,1.1,0,https://www.ynhh.org/news/www.ynhhs.org,2021-11-29 14:59:14
1073,https://www.ynhh.org/services/rehabilitation/grimes-center,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/services/rehabilitation/grimes-center,2021-11-29 14:59:15
1074,https://www.ynhh.org/-/media/Images/Careers/YNHH/KathleenBrady.ashx?mh=800&mw=1440&hash=FC0691C0EC7B51A949FA0F24ED2E0B0F,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.118,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Careers/YNHH/KathleenBrady.ashx?mh=800&mw=1440&hash=FC0691C0EC7B51A949FA0F24ED2E0B0F,2021-11-29 14:59:15
1075,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/Services/neuroscience/act-fast-stroke.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/Services/neuroscience/act-fast-stroke.ashx,2021-11-29 14:59:15
1076,https://www.ynhh.org/childrens-hospital/services/diabetes-and-endocrinology/clinical-programs,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,12,2,0,0.63,0,0,0,0,0,0,,,,,,0.113,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/diabetes-and-endocrinology/clinical-programs,2021-11-29 14:59:15
1077,https://www.ynhh.org/-/media/Images/Heros/ynhh/ynhch/2725_YNHCH_Fetal_Care_Hero.ashx?mh=295&mw=1440&hash=5CA979D7FE08E27408A57A3C51F42528,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,459644,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.18,"Tue, 23 Feb 2021 18:42:43 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh/ynhch/2725_YNHCH_Fetal_Care_Hero.ashx?mh=295&mw=1440&hash=5CA979D7FE08E27408A57A3C51F42528,2021-11-29 14:59:15
