,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
392,https://health.universityofcalifornia.edu/sites/default/files/2021-06/University%20of%20California%20Health%20Fact%20Sheet%2006-04-21.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,628870,0,0.0,2,,3,3,0,1.96,0,0,0,0,0,0,,,,,,0.301,"Wed, 03 Nov 2021 15:37:58 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-06/University%20of%20California%20Health%20Fact%20Sheet%2006-04-21.pdf,2022-02-04 10:29:15
393,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/uci-clinicaltrials.jpg?h=10d202d3&itok=d6z4MWlI,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,36252,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.193,"Fri, 05 Nov 2021 23:14:30 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/uci-clinicaltrials.jpg?h=10d202d3&itok=d6z4MWlI,2022-02-04 10:29:16
394,https://health.universityofcalifornia.edu/dashboards/uch-trained-dentists-california,text/html; charset=UTF-8,200,OK,Indexable,,UCH-Trained Dentists in California | University of California Health,68,584,,0,0,,0,UCH-Trained Dentists in California,34,,0,,0,,,,https://health.universityofcalifornia.edu/dashboards/uch-trained-dentists-california,,,,,,33846,82,4.923,2,,6,4,0,2.61,70,43,0,10,9,0,,,,,cb32136c9c4ff521addf255b605ce10b,0.17,,,,,1.1,https://health.universityofcalifornia.edu/dashboards/uch-trained-dentists-california,2022-02-04 10:29:16
396,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_0F2E07yw9M.jpg?h=10d202d3&itok=nx-7T8fx,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,50151,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.143,"Wed, 03 Nov 2021 17:22:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_0F2E07yw9M.jpg?h=10d202d3&itok=nx-7T8fx,2022-02-04 10:29:17
397,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/Douglas%20Hospital%20005.jpg?h=46a9cf88&itok=DK1HJhAR,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,36605,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.28,"Wed, 03 Nov 2021 16:06:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/Douglas%20Hospital%20005.jpg?h=46a9cf88&itok=DK1HJhAR,2022-02-04 10:29:17
398,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Linda-Sarna-UCLA-SON.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,18950,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.106,"Wed, 03 Nov 2021 15:38:13 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Linda-Sarna-UCLA-SON.jpg,2022-02-04 10:29:17
399,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-11/uc-student-on-campus.jpeg?h=c9f93661&itok=AuC7wTVf,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,46394,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.29,"Mon, 22 Nov 2021 18:24:06 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-11/uc-student-on-campus.jpeg?h=c9f93661&itok=AuC7wTVf,2022-02-04 10:29:17
400,https://health.universityofcalifornia.edu/reports/uch-community-benefits-report-fy-2019-2020,text/html; charset=UTF-8,200,OK,Indexable,,UCH Community Benefits Report FY 2019-2020 | University of California Health,76,702,,0,0,,0,UCH Community Benefits Report FY 2019-2020,42,,0,,0,,,,https://health.universityofcalifornia.edu/reports/uch-community-benefits-report-fy-2019-2020,,,,,,35635,132,5.462,2,,6,4,0,2.61,70,43,0,14,13,0,,,,,140f1c1defb89e81e2a1a52626b2142,0.136,,,,,1.1,https://health.universityofcalifornia.edu/reports/uch-community-benefits-report-fy-2019-2020,2022-02-04 10:29:17
402,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/UC-Davis-Health-Pediatrics-3_1.JPG?h=06ac0d8c&itok=0DXcWJJk,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,46349,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.27,"Thu, 04 Nov 2021 10:38:56 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/UC-Davis-Health-Pediatrics-3_1.JPG?h=06ac0d8c&itok=0DXcWJJk,2022-02-04 10:29:17
403,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Paul-Krebsbach-UCLA-dentistry.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,10615,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.105,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Paul-Krebsbach-UCLA-dentistry.jpg,2022-02-04 10:29:17
405,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/2018_08_24_UCSD_Medical_Day2-36.jpg?h=10d202d3&itok=vKicdf7p,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,30601,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.188,"Thu, 04 Nov 2021 04:55:50 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/2018_08_24_UCSD_Medical_Day2-36.jpg?h=10d202d3&itok=vKicdf7p,2022-02-04 10:29:18
406,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/economic-impact-report-2021.jpg?itok=IQQO4Up_,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,18522,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.298,"Fri, 05 Nov 2021 08:55:36 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/economic-impact-report-2021.jpg?itok=IQQO4Up_,2022-02-04 10:29:19
407,https://health.universityofcalifornia.edu/about-us/diversity-health-sciences/building-equity-curriculum-prime,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.65,0,0,0,0,0,0,,,,,,0.243,,https://health.universityofcalifornia.edu/about-us/diversity-equity-and-inclusion-health-sciences/building-equity-medical-school-curriculum,HTTP Redirect,,1.1,https://health.universityofcalifornia.edu/about-us/diversity-health-sciences/building-equity-curriculum-prime,2022-02-04 10:29:20
408,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-James-Mckerrow-UCSD-Skaggs-SOP.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,15217,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.12,"Wed, 03 Nov 2021 15:38:19 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-James-Mckerrow-UCSD-Skaggs-SOP.jpg,2022-02-04 10:29:20
409,https://health.universityofcalifornia.edu/news/university-california-health-delivered-39-billion-community-benefits-fy-19-20,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health delivered $3.9 billion in community benefits for FY 19-20 | University of California Health,123,1040,,0,0,,0,University of California Health delivered $3.9 billion in community benefits for FY 19-20,89,,0,,0,,,,https://health.universityofcalifornia.edu/news/university-california-health-delivered-39-billion-community-benefits-fy-19-20,,,,,,51630,1623,23.762,2,,3,3,0,1.96,72,45,0,18,16,0,,,,,420d5eed59284a6f79490646ab09fb2b,0.201,,,,,1.1,https://health.universityofcalifornia.edu/news/university-california-health-delivered-39-billion-community-benefits-fy-19-20,2022-02-04 10:29:20
411,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-10/Health%20Equity%20Pledge_0.jpg?itok=vNVm35M5,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3420,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.302,"Sat, 06 Nov 2021 07:18:03 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-10/Health%20Equity%20Pledge_0.jpg?itok=vNVm35M5,2022-02-04 10:29:21
412,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-SOM-1.jpg?h=6eb229a4&itok=NfX-Bap9,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,48362,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.214,"Wed, 03 Nov 2021 15:58:55 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-SOM-1.jpg?h=6eb229a4&itok=NfX-Bap9,2022-02-04 10:29:21
413,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/uc-health-sciences-diversity-taskforce-report.jpg?itok=QxRUnhvp,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,18720,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.53,"Fri, 05 Nov 2021 07:39:37 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/uc-health-sciences-diversity-taskforce-report.jpg?itok=QxRUnhvp,2022-02-04 10:29:21
415,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Return-to-Learn4.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,108907,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.201,"Fri, 19 Nov 2021 02:20:59 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Return-to-Learn4.jpg,2022-02-04 10:29:21
416,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-11/refugee-health-unit-ucsd.jpg?itok=RBTejxW5,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4745,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.196,"Sun, 07 Nov 2021 04:26:52 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-11/refugee-health-unit-ucsd.jpg?itok=RBTejxW5,2022-02-04 10:29:21
417,https://health.universityofcalifornia.edu/sites/default/files/inline-images/dean-mark-d-stetter.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,28970,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.127,"Wed, 03 Nov 2021 15:38:28 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/dean-mark-d-stetter.jpg,2022-02-04 10:29:21
418,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/UCH-community-benefits-fy2019-2021%20slide.png?itok=J-wxEou5,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,6808,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.259,"Sat, 06 Nov 2021 07:17:49 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/UCH-community-benefits-fy2019-2021%20slide.png?itok=J-wxEou5,2022-02-04 10:29:21
420,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCH-Community-Benefits-FY-19-20-cover.png?itok=CmQjE5uK,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,128088,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.278,"Fri, 05 Nov 2021 07:39:35 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCH-Community-Benefits-FY-19-20-cover.png?itok=CmQjE5uK,2022-02-04 10:29:22
421,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/1280_1DUHXUCB5ILA.jpg?h=10d202d3&itok=6U2umDcM,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,32633,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.177,"Wed, 03 Nov 2021 17:22:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/1280_1DUHXUCB5ILA.jpg?h=10d202d3&itok=6U2umDcM,2022-02-04 10:29:22
422,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-chart_outpatient%20visits.png?itok=nllVecuf,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,14809,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.262,"Tue, 09 Nov 2021 12:21:44 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-chart_outpatient%20visits.png?itok=nllVecuf,2022-02-04 10:29:22
424,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uc-med-centers.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,79401,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.207,"Wed, 03 Nov 2021 15:38:24 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uc-med-centers.png,2022-02-04 10:29:23
425,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Doug%20Nguyen%2C%20Sunil%20Verma.jpg?h=711b3ee1&itok=f4B3-RJo,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,67439,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.272,"Thu, 04 Nov 2021 12:09:55 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/Doug%20Nguyen%2C%20Sunil%20Verma.jpg?h=711b3ee1&itok=f4B3-RJo,2022-02-04 10:29:23
427,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/public-health-hero.jpg?h=10d202d3&itok=wZ90ecc5,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,38484,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.209,"Thu, 04 Nov 2021 04:30:50 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/public-health-hero.jpg?h=10d202d3&itok=wZ90ecc5,2022-02-04 10:29:24
428,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UC-San-Diego-Health-1.jpg?itok=HiLpSXvn,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,10821,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.532,"Thu, 04 Nov 2021 15:53:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/272x204_4_3_/public/2021-04/UC-San-Diego-Health-1.jpg?itok=HiLpSXvn,2022-02-04 10:29:24
429,https://health.universityofcalifornia.edu/reports/allocation-scarce-critical-resources-under-crisis-standards-care,text/html; charset=UTF-8,200,OK,Indexable,,Allocation of Scarce Critical Resources under Crisis Standards of Care   | University of California Health,106,895,,0,0,,0,Allocation of Scarce Critical Resources under Crisis Standards of Care  ,72,,0,,0,,,,https://health.universityofcalifornia.edu/reports/allocation-scarce-critical-resources-under-crisis-standards-care,,,,,,35907,126,5.38,2,,5,3,0,1.96,70,43,0,14,13,0,,,,,524b1d8bb0e74a6fde1a2ed484416f57,0.533,,,,,1.1,https://health.universityofcalifornia.edu/reports/allocation-scarce-critical-resources-under-crisis-standards-care,2022-02-04 10:29:24
430,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/clinic_instruments_opt.jpg?h=10d202d3&itok=flsJwON8,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,60652,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.139,"Thu, 04 Nov 2021 04:57:24 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/clinic_instruments_opt.jpg?h=10d202d3&itok=flsJwON8,2022-02-04 10:29:25
432,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCR-Health-1200x900.jpg?h=6eb229a4&itok=cz0cCCC3,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,54645,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.264,"Wed, 03 Nov 2021 15:56:29 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCR-Health-1200x900.jpg?h=6eb229a4&itok=cz0cCCC3,2022-02-04 10:29:25
433,https://health.universityofcalifornia.edu/dashboards/uch-trained-doctors-remain-california,text/html; charset=UTF-8,200,OK,Indexable,,UCH-Trained Doctors Remain in California | University of California Health,74,654,,0,0,,0,UCH-Trained Doctors Remain in California,40,,0,,0,,,,https://health.universityofcalifornia.edu/dashboards/uch-trained-doctors-remain-california,,,,,,33905,83,4.932,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,eefa27ca918eb4046712816057e0a062,0.172,,,,,1.1,https://health.universityofcalifornia.edu/dashboards/uch-trained-doctors-remain-california,2022-02-04 10:29:26
435,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCH-map_nurses%20slide.png?itok=KYakN_5r,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,25426,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.099,"Wed, 03 Nov 2021 22:55:39 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCH-map_nurses%20slide.png?itok=KYakN_5r,2022-02-04 10:29:26
436,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/1280_1DUHXUCB5ILA.jpg?h=10d202d3&itok=9YOL4Deh,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,48419,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.19,"Wed, 03 Nov 2021 17:03:14 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/1280_1DUHXUCB5ILA.jpg?h=10d202d3&itok=9YOL4Deh,2022-02-04 10:29:26
438,https://health.universityofcalifornia.edu/news/childrens-hospitals-university-california-health-ranked-nations-top-50-multiple-specialties,text/html; charset=UTF-8,200,OK,Indexable,,The Children’s Hospitals of University of California Health ranked in the nation’s top 50 in multiple specialties | University of California Health,147,1231,,0,0,,0,The Children’s Hospitals of University of California Health ranked in the nation’s top 50 in multiple specialties,113,About University of California Health,37,,0,,,,https://health.universityofcalifornia.edu/news/childrens-hospitals-university-california-health-ranked-nations-top-50-multiple-specialties,,,,,,40802,800,16.205,2,,3,3,0,1.96,72,43,0,18,17,0,,,,,93d336967689d243c81f31908c0c283c,0.176,,,,,1.1,https://health.universityofcalifornia.edu/news/childrens-hospitals-university-california-health-ranked-nations-top-50-multiple-specialties,2022-02-04 10:29:26
439,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/UCI_COHS_11.JPG?h=10d202d3&itok=OipoweKJ,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,49511,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.245,"Thu, 04 Nov 2021 04:56:46 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/UCI_COHS_11.JPG?h=10d202d3&itok=OipoweKJ,2022-02-04 10:29:27
440,https://health.universityofcalifornia.edu/sites/default/files/inline-images/vaccine-doses-administered.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,142550,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.4,"Wed, 03 Nov 2021 15:38:23 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/vaccine-doses-administered.png,2022-02-04 10:29:28
442,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/Careers_ucla_day2_UCOP-93_ppt.jpeg?h=a1f525db&itok=XcylrR8p,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,28915,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.104,"Fri, 05 Nov 2021 13:22:36 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/Careers_ucla_day2_UCOP-93_ppt.jpeg?h=a1f525db&itok=XcylrR8p,2022-02-04 10:29:28
443,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCI-School-of-Nursing.jpg?h=6eb229a4&itok=wUsrIpfD,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,63559,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.143,"Wed, 03 Nov 2021 18:49:41 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCI-School-of-Nursing.jpg?h=6eb229a4&itok=wUsrIpfD,2022-02-04 10:29:28
444,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-Summary-Slide.png?itok=jxX6ETA6,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,27828,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.1,"Wed, 03 Nov 2021 22:55:39 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-Summary-Slide.png?itok=jxX6ETA6,2022-02-04 10:29:28
445,https://health.universityofcalifornia.edu/reports/community-ties-uch-report-affiliation-impacts,text/html; charset=UTF-8,200,OK,Indexable,,Community Ties: UCH Report on Affiliation Impacts  | University of California Health,84,728,,0,0,,0,Community Ties: UCH Report on Affiliation Impacts ,50,,0,,0,,,,https://health.universityofcalifornia.edu/reports/community-ties-uch-report-affiliation-impacts,,,,,,35881,132,5.483,2,,5,3,0,1.96,70,43,0,14,13,0,,,,,cbc9a973335e84478109c35b460f8876,0.168,,,,,1.1,https://health.universityofcalifornia.edu/reports/community-ties-uch-report-affiliation-impacts,2022-02-04 10:29:28
446,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_9KXNxjPR18.jpg?h=10d202d3&itok=3LkBfkNI,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,40265,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.133,"Thu, 04 Nov 2021 01:22:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_9KXNxjPR18.jpg?h=10d202d3&itok=3LkBfkNI,2022-02-04 10:29:28
447,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/physician-workforce-education-73120.jpg?itok=qek8XoMQ,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,23894,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.23,"Tue, 09 Nov 2021 01:24:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/physician-workforce-education-73120.jpg?itok=qek8XoMQ,2022-02-04 10:29:28
448,https://health.universityofcalifornia.edu/news/university-california-health-creates-centralized-data-set-accelerate-covid-19-research-0,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health creates centralized data set to accelerate COVID-19 research | University of California Health,126,1079,"Drawing on electronic health records from across its academic health system, University of California Health has developed a unified, secure data set for use in COVID-19 research.",179,1121,,0,University of California Health creates centralized data set to accelerate COVID-19 research,92,About University of California Health,37,,0,,,,https://health.universityofcalifornia.edu/news/university-california-health-creates-centralized-data-set-accelerate-covid-19-research-0,,,,,,40198,921,17.774,3,,2,2,0,1.31,71,44,0,17,16,0,,,,,cc90faa6dad027b29c9118afe62dc1ac,0.498,,,,,1.1,https://health.universityofcalifornia.edu/news/university-california-health-creates-centralized-data-set-accelerate-covid-19-research-0,2022-02-04 10:29:29
